league,player_id,salary,season,season_end,season_start,team
NBA,mccasam01,"688,679 ",2003-04,2004,2003,Philadelphia 76ers
NBA,mccasam01,"932,546 ",2004-05,2005,2004,Detroit Pistons
NBA,mccawpa01,"543,471 ",2016-17,2017,2016,Golden State Warriors
NBA,mccawpa01,"1,312,611 ",2017-18,2018,2017,Golden State Warriors
NBA,mccladw01,"115,000 ",1985-86,1986,1985,Indiana Pacers
NBA,mccloge01,"940,000 ",1990-91,1991,1990,Indiana Pacers
NBA,mccloge01,"990,000 ",1991-92,1992,1991,Indiana Pacers
NBA,mccloge01,"1,040,000 ",1992-93,1993,1992,Indiana Pacers
NBA,mccloge01,"950,000 ",1995-96,1996,1995,Dallas Mavericks
NBA,mccloge01,"1,100,000 ",1996-97,1997,1996,Dallas Mavericks
NBA,mccloge01,"272,250 ",1997-98,1998,1997,Phoenix Suns
NBA,mccloge01,"750,000 ",1998-99,1999,1998,Phoenix Suns
NBA,mccloge01,"2,000,000 ",1999-00,2000,1999,Denver Nuggets
NBA,mccloge01,"2,200,000 ",2000-01,2001,2000,Denver Nuggets
NBA,mccloge01,"2,400,000 ",2001-02,2002,2001,Denver Nuggets
NBA,mccloge01,"2,599,900 ",2002-03,2003,2002,Washington Wizards
NBA,mccolcj01,"2,316,720 ",2013-14,2014,2013,Portland Trail Blazers
NBA,mccolcj01,"2,421,000 ",2014-15,2015,2014,Portland Trail Blazers
NBA,mccolcj01,"2,525,160 ",2015-16,2016,2015,Portland Trail Blazers
NBA,mccolcj01,"3,219,579 ",2016-17,2017,2016,Portland Trail Blazers
NBA,mccolcj01,"23,962,573 ",2017-18,2018,2017,Portland Trail Blazers
NBA,mccontj01,"525,093 ",2015-16,2016,2015,Philadelphia 76ers
NBA,mccontj01,"874,636 ",2016-17,2017,2016,Philadelphia 76ers
NBA,mccontj01,"1,471,382 ",2017-18,2018,2017,Philadelphia 76ers
NBA,mccorti01,"228,333 ",1985-86,1986,1985,Seattle SuperSonics
NBA,mccorti01,"675,000 ",1987-88,1988,1987,New Jersey Nets
NBA,mccorti01,"675,000 ",1988-89,1989,1988,Houston Rockets
NBA,mccorti01,"775,000 ",1990-91,1991,1990,Atlanta Hawks
NBA,mccorti01,"825,000 ",1991-92,1992,1991,New York Knicks
NBA,mccorti01,"660,000 ",1992-93,1993,1992,New York Knicks
NBA,mccorti01,"850,000 ",1993-94,1994,1993,New York Knicks
NBA,mccorti01,"225,000 ",1994-95,1995,1994,New York Knicks
NBA,mccoyje01,"287,500 ",1998-99,1999,1998,Seattle SuperSonics
NBA,mccoyje01,"1,000,000 ",1999-00,2000,1999,Seattle SuperSonics
NBA,mccoyje01,"1,110,000 ",2000-01,2001,2000,Seattle SuperSonics
NBA,mccoyje01,"565,850 ",2001-02,2002,2001,Los Angeles Lakers
NBA,mccoyje01,"637,435 ",2002-03,2003,2002,Toronto Raptors
NBA,mccoyje01,"36,643 ",2003-04,2004,2003,Cleveland Cavaliers
NBA,mccoyje01,"167,418 ",2004-05,2005,2004,Atlanta Hawks
NBA,mccoyje01,"151,089 ",2007-08,2008,2007,Denver Nuggets
NBA,mccrach01,"161,061 ",2006-07,2007,2006,Milwaukee Bucks
NBA,mccraro01,"360,000 ",1984-85,1985,1984,Houston Rockets
NBA,mccraro01,"495,000 ",1985-86,1986,1985,Houston Rockets
NBA,mccraro01,"565,000 ",1986-87,1987,1986,Houston Rockets
NBA,mccraro01,"925,000 ",1987-88,1988,1987,Houston Rockets
NBA,mccraro01,"925,000 ",1988-89,1989,1988,Sacramento Kings
NBA,mccraro01,"985,000 ",1990-91,1991,1990,Dallas Mavericks
NBA,mccraro01,"1,025,000 ",1991-92,1992,1991,Dallas Mavericks
NBA,mccraro01,"1,075,000 ",1992-93,1993,1992,Chicago Bulls
NBA,mcculch01,"1,140,240 ",2015-16,2016,2015,Brooklyn Nets
NBA,mcculch01,"1,191,480 ",2016-17,2017,2016,Washington Wizards
NBA,mcculch01,"1,471,382 ",2017-18,2018,2017,Washington Wizards
NBA,mcdancl01,"200,000 ",1995-96,1996,1995,Sacramento Kings
NBA,mcdanxa01,"525,000 ",1985-86,1986,1985,Seattle SuperSonics
NBA,mcdanxa01,"875,000 ",1987-88,1988,1987,Seattle SuperSonics
NBA,mcdanxa01,"875,000 ",1988-89,1989,1988,Seattle SuperSonics
NBA,mcdanxa01,"1,400,000 ",1990-91,1991,1990,Phoenix Suns
NBA,mcdanxa01,"1,625,000 ",1991-92,1992,1991,New York Knicks
NBA,mcdanxa01,"1,869,000 ",1992-93,1993,1992,Boston Celtics
NBA,mcdanxa01,"2,145,000 ",1993-94,1994,1993,Boston Celtics
NBA,mcdanxa01,"2,640,000 ",1994-95,1995,1994,Boston Celtics
NBA,mcdanxa01,"254,000 ",1996-97,1997,1996,New Jersey Nets
NBA,mcdankj01,"507,336 ",2014-15,2015,2014,Houston Rockets
NBA,mcdankj01,"3,333,333 ",2015-16,2016,2015,Houston Rockets
NBA,mcdankj01,"3,333,333 ",2016-17,2017,2016,Brooklyn Nets
NBA,mcdankj01,"100,000 ",2017-18,2018,2017,Toronto Raptors
NBA,mcderdo01,"2,277,960 ",2014-15,2015,2014,Chicago Bulls
NBA,mcderdo01,"2,380,440 ",2015-16,2016,2015,Chicago Bulls
NBA,mcderdo01,"2,483,040 ",2016-17,2017,2016,Oklahoma City Thunder
NBA,mcderdo01,"3,294,994 ",2017-18,2018,2017,Dallas Mavericks
NBA,mcdonbe01,"135,000 ",1987-88,1988,1987,Golden State Warriors
NBA,mcdyean01,"2,213,000 ",1995-96,1996,1995,Denver Nuggets
NBA,mcdyean01,"2,545,000 ",1996-97,1997,1996,Denver Nuggets
NBA,mcdyean01,"2,876,640 ",1997-98,1998,1997,Phoenix Suns
NBA,mcdyean01,"9,000,000 ",1998-99,1999,1998,Denver Nuggets
NBA,mcdyean01,"9,900,000 ",1999-00,2000,1999,Denver Nuggets
NBA,mcdyean01,"10,800,000 ",2000-01,2001,2000,Denver Nuggets
NBA,mcdyean01,"11,700,000 ",2001-02,2002,2001,Denver Nuggets
NBA,mcdyean01,"12,600,000 ",2002-03,2003,2002,New York Knicks
NBA,mcdyean01,"13,500,000 ",2003-04,2004,2003,New York Knicks
NBA,mcdyean01,"4,903,000 ",2004-05,2005,2004,Detroit Pistons
NBA,mcdyean01,"5,393,300 ",2005-06,2006,2005,Detroit Pistons
NBA,mcdyean01,"5,883,600 ",2006-07,2007,2006,Detroit Pistons
NBA,mcdyean01,"6,373,900 ",2007-08,2008,2007,Detroit Pistons
NBA,mcdyean01,"3,000,000 ",2008-09,2009,2008,Denver Nuggets
NBA,mcdyean01,"950,419 ",2008-09,2009,2008,Detroit Pistons
NBA,mcdyean01,"4,500,000 ",2009-10,2010,2009,San Antonio Spurs
NBA,mcdyean01,"3,000,000 ",2009-10,2010,2009,Denver Nuggets
NBA,mcdyean01,"4,860,000 ",2010-11,2011,2010,San Antonio Spurs
NBA,mcdyean01,"2,640,000 ",2011-12,2012,2011,San Antonio Spurs
NBA,mcfariv01,"412,718 ",2006-07,2007,2006,Denver Nuggets
NBA,mcgarmi01,"1,400,040 ",2014-15,2015,2014,Oklahoma City Thunder
NBA,mcgarmi01,"1,463,040 ",2015-16,2016,2015,Oklahoma City Thunder
NBA,mcgarmi01,"1,526,040 ",2016-17,2017,2016,Oklahoma City Thunder
NBA,mcgeeja01,"1,392,240 ",2008-09,2009,2008,Washington Wizards
NBA,mcgeeja01,"1,496,640 ",2009-10,2010,2009,Washington Wizards
NBA,mcgeeja01,"1,601,040 ",2010-11,2011,2010,Washington Wizards
NBA,mcgeeja01,"2,462,400 ",2011-12,2012,2011,Washington Wizards
NBA,mcgeeja01,"10,000,000 ",2012-13,2013,2012,Denver Nuggets
NBA,mcgeeja01,"10,750,000 ",2013-14,2014,2013,Denver Nuggets
NBA,mcgeeja01,"11,250,000 ",2014-15,2015,2014,Philadelphia 76ers
NBA,mcgeeja01,"12,000,000 ",2015-16,2016,2015,Philadelphia 76ers
NBA,mcgeeja01,"1,270,964 ",2015-16,2016,2015,Dallas Mavericks
NBA,mcgeeja01,"1,403,611 ",2016-17,2017,2016,Golden State Warriors
NBA,mcgeeja01,"1,471,382 ",2017-18,2018,2017,Golden State Warriors
NBA,mcgeemi01,"200,000 ",1984-85,1985,1984,Los Angeles Lakers
NBA,mcgeemi01,"275,000 ",1985-86,1986,1985,Los Angeles Lakers
NBA,mcgeemi01,"350,000 ",1987-88,1988,1987,Sacramento Kings
NBA,mcgeemi01,"375,000 ",1988-89,1989,1988,New Jersey Nets
NBA,mcgratr01,"1,359,360 ",1997-98,1998,1997,Toronto Raptors
NBA,mcgratr01,"1,563,000 ",1998-99,1999,1998,Toronto Raptors
NBA,mcgratr01,"1,767,120 ",1999-00,2000,1999,Toronto Raptors
NBA,mcgratr01,"9,660,000 ",2000-01,2001,2000,Orlando Magic
NBA,mcgratr01,"10,865,250 ",2001-02,2002,2001,Orlando Magic
NBA,mcgratr01,"12,072,500 ",2002-03,2003,2002,Orlando Magic
NBA,mcgratr01,"13,279,750 ",2003-04,2004,2003,Orlando Magic
NBA,mcgratr01,"14,487,000 ",2004-05,2005,2004,Houston Rockets
NBA,mcgratr01,"15,694,250 ",2005-06,2006,2005,Houston Rockets
NBA,mcgratr01,"16,901,500 ",2006-07,2007,2006,Houston Rockets
NBA,mcgratr01,"19,014,187 ",2007-08,2008,2007,Houston Rockets
NBA,mcgratr01,"20,370,437 ",2008-09,2009,2008,Houston Rockets
NBA,mcgratr01,"23,239,562 ",2009-10,2010,2009,New York Knicks
NBA,mcgratr01,"1,352,181 ",2010-11,2011,2010,Detroit Pistons
NBA,mcgratr01,"1,352,181 ",2011-12,2012,2011,Atlanta Hawks
NBA,mcgruro01,"543,471 ",2016-17,2017,2016,Miami Heat
NBA,mcgruro01,"1,312,611 ",2017-18,2018,2017,Miami Heat
NBA,mcguido01,"427,163 ",2007-08,2008,2007,Washington Wizards
NBA,mcguido01,"711,517 ",2008-09,2009,2008,Washington Wizards
NBA,mcguido01,"825,497 ",2009-10,2010,2009,Sacramento Kings
NBA,mcguido01,"884,120 ",2010-11,2011,2010,Charlotte Bobcats
NBA,mcguido01,"915,852 ",2011-12,2012,2011,Golden State Warriors
NBA,mcguido01,"181,018 ",2012-13,2013,2012,Toronto Raptors
NBA,mcguido01,"122,625 ",2012-13,2013,2012,Indiana Pacers
NBA,mcguido01,"110,947 ",2012-13,2013,2012,New Orleans Hornets
NBA,mchalke01,"1,000,000 ",1984-85,1985,1984,Boston Celtics
NBA,mchalke01,"1,000,000 ",1985-86,1986,1985,Boston Celtics
NBA,mchalke01,"1,300,000 ",1987-88,1988,1987,Boston Celtics
NBA,mchalke01,"1,300,000 ",1988-89,1989,1988,Boston Celtics
NBA,mchalke01,"1,200,000 ",1989-90,1990,1989,Boston Celtics
NBA,mchalke01,"1,400,000 ",1990-91,1991,1990,Boston Celtics
NBA,mchalke01,"3,500,000 ",1991-92,1992,1991,Boston Celtics
NBA,mchalke01,"3,500,000 ",1992-93,1993,1992,Boston Celtics
NBA,mcilvji01,"200,000 ",1994-95,1995,1994,Washington Bullets
NBA,mcilvji01,"525,000 ",1995-96,1996,1995,Washington Bullets
NBA,mcilvji01,"3,000,000 ",1996-97,1997,1996,Seattle SuperSonics
NBA,mcilvji01,"3,600,000 ",1997-98,1998,1997,Seattle SuperSonics
NBA,mcilvji01,"4,200,000 ",1998-99,1999,1998,New Jersey Nets
NBA,mcilvji01,"4,800,000 ",1999-00,2000,1999,New Jersey Nets
NBA,mcilvji01,"5,400,000 ",2000-01,2001,2000,New Jersey Nets
NBA,mcilvji01,"6,000,000 ",2001-02,2002,2001,New Jersey Nets
NBA,mcilvji01,"4,400,000 ",2002-03,2003,2002,New Jersey Nets
NBA,mcinnje01,"350,000 ",1998-99,1999,1998,Washington Wizards
NBA,mcinnje01,"460,000 ",1999-00,2000,1999,Orlando Magic
NBA,mcinnje01,"523,500 ",2000-01,2001,2000,Los Angeles Clippers
NBA,mcinnje01,"590,850 ",2001-02,2002,2001,Los Angeles Clippers
NBA,mcinnje01,"3,000,000 ",2002-03,2003,2002,Portland Trail Blazers
NBA,mcinnje01,"3,300,000 ",2003-04,2004,2003,Portland Trail Blazers
NBA,mcinnje01,"3,600,000 ",2004-05,2005,2004,Cleveland Cavaliers
NBA,mcinnje01,"3,400,000 ",2005-06,2006,2005,New Jersey Nets
NBA,mcinnje01,"3,600,000 ",2006-07,2007,2006,Charlotte Bobcats
NBA,mcinnje01,"1,219,590 ",2007-08,2008,2007,Charlotte Bobcats
NBA,mckenke01,"85,000 ",1984-85,1985,1984,New Jersey Nets
NBA,mckenke01,"150,000 ",1987-88,1988,1987,New Jersey Nets
NBA,mckeyde01,"355,000 ",1987-88,1988,1987,Seattle SuperSonics
NBA,mckeyde01,"428,000 ",1988-89,1989,1988,Seattle SuperSonics
NBA,mckeyde01,"962,000 ",1990-91,1991,1990,Seattle SuperSonics
NBA,mckeyde01,"1,112,000 ",1991-92,1992,1991,Seattle SuperSonics
NBA,mckeyde01,"1,162,000 ",1992-93,1993,1992,Seattle SuperSonics
NBA,mckeyde01,"1,262,000 ",1993-94,1994,1993,Indiana Pacers
NBA,mckeyde01,"2,600,000 ",1994-95,1995,1994,Indiana Pacers
NBA,mckeyde01,"2,800,000 ",1995-96,1996,1995,Indiana Pacers
NBA,mckeyde01,"3,000,000 ",1996-97,1997,1996,Indiana Pacers
NBA,mckeyde01,"3,600,000 ",1997-98,1998,1997,Indiana Pacers
NBA,mckeyde01,"4,200,000 ",1998-99,1999,1998,Indiana Pacers
NBA,mckeyde01,"4,800,000 ",1999-00,2000,1999,Indiana Pacers
NBA,mckeyde01,"5,400,000 ",2000-01,2001,2000,Indiana Pacers
NBA,mckeyde01,"6,000,000 ",2001-02,2002,2001,Indiana Pacers
NBA,mckieaa01,"650,000 ",1994-95,1995,1994,Portland Trail Blazers
NBA,mckieaa01,"845,000 ",1995-96,1996,1995,Portland Trail Blazers
NBA,mckieaa01,"1,040,000 ",1996-97,1997,1996,Portland Trail Blazers
NBA,mckieaa01,"1,235,000 ",1997-98,1998,1997,Detroit Pistons
NBA,mckieaa01,"1,430,000 ",1998-99,1999,1998,Philadelphia 76ers
NBA,mckieaa01,"1,624,000 ",1999-00,2000,1999,Philadelphia 76ers
NBA,mckieaa01,"1,818,000 ",2000-01,2001,2000,Philadelphia 76ers
NBA,mckieaa01,"4,000,000 ",2001-02,2002,2001,Philadelphia 76ers
NBA,mckieaa01,"4,500,000 ",2002-03,2003,2002,Philadelphia 76ers
NBA,mckieaa01,"5,000,000 ",2003-04,2004,2003,Philadelphia 76ers
NBA,mckieaa01,"5,500,000 ",2004-05,2005,2004,Philadelphia 76ers
NBA,mckieaa01,"6,000,000 ",2005-06,2006,2005,Philadelphia 76ers
NBA,mckieaa01,"2,500,000 ",2005-06,2006,2005,Los Angeles Lakers
NBA,mckieaa01,"5,570,874 ",2006-07,2007,2006,Philadelphia 76ers
NBA,mckieaa01,"2,500,000 ",2006-07,2007,2006,Los Angeles Lakers
NBA,mckieaa01,"7,000,000 ",2007-08,2008,2007,Philadelphia 76ers
NBA,mckieaa01,"750,000 ",2007-08,2008,2007,Memphis Grizzlies
NBA,mckinbi01,"125,000 ",1985-86,1986,1985,Chicago Bulls
NBA,mckintr01,"46,080 ",2017-18,2018,2017,Indiana Pacers
NBA,mckinal01,"815,615 ",2017-18,2018,2017,Toronto Raptors
NBA,mclembe01,"2,895,960 ",2013-14,2014,2013,Sacramento Kings
NBA,mclembe01,"3,026,280 ",2014-15,2015,2014,Sacramento Kings
NBA,mclembe01,"3,156,600 ",2015-16,2016,2015,Sacramento Kings
NBA,mclembe01,"4,008,882 ",2016-17,2017,2016,Sacramento Kings
NBA,mclembe01,"5,200,000 ",2017-18,2018,2017,Memphis Grizzlies
NBA,mcleoke01,"366,931 ",2003-04,2004,2003,Minnesota Timberwolves
NBA,mcleoke01,"750,000 ",2004-05,2005,2004,Utah Jazz
NBA,mcleoke01,"1,250,000 ",2005-06,2006,2005,Utah Jazz
NBA,mcleoke01,"1,350,000 ",2006-07,2007,2006,Indiana Pacers
NBA,mcleoke01,"926,678 ",2008-09,2009,2008,Dallas Mavericks
NBA,mcleoro01,"740,000 ",1998-99,1999,1998,Atlanta Hawks
NBA,mcleoro01,"914,760 ",1999-00,2000,1999,Atlanta Hawks
NBA,mcleoro01,"978,600 ",2000-01,2001,2000,Atlanta Hawks
NBA,mcleoro01,"1,509,001 ",2001-02,2002,2001,Boston Celtics
NBA,mcmilna01,"129,000 ",1987-88,1988,1987,Seattle SuperSonics
NBA,mcmilna01,"159,000 ",1988-89,1989,1988,Seattle SuperSonics
NBA,mcmilna01,"658,000 ",1990-91,1991,1990,Seattle SuperSonics
NBA,mcmilna01,"733,000 ",1991-92,1992,1991,Seattle SuperSonics
NBA,mcmilna01,"750,000 ",1992-93,1993,1992,Seattle SuperSonics
NBA,mcmilna01,"850,000 ",1993-94,1994,1993,Seattle SuperSonics
NBA,mcmilna01,"1,060,000 ",1994-95,1995,1994,Seattle SuperSonics
NBA,mcmilna01,"1,265,000 ",1995-96,1996,1995,Seattle SuperSonics
NBA,mcmilna01,"1,355,000 ",1996-97,1997,1996,Seattle SuperSonics
NBA,mcmilna01,"3,500,000 ",1997-98,1998,1997,Seattle SuperSonics
NBA,mcmilto01,"215,000 ",1985-86,1986,1985,Washington Bullets
NBA,mcnamma01,"165,000 ",1984-85,1985,1984,San Antonio Spurs
NBA,mcnamma01,"100,000 ",1985-86,1986,1985,Milwaukee Bucks
NBA,mcnamma01,"100,000 ",1987-88,1988,1987,Philadelphia 76ers
NBA,mcnamma01,"100,000 ",1988-89,1989,1988,Los Angeles Lakers
NBA,mcneaje01,"29,843 ",2014-15,2015,2014,Phoenix Suns
NBA,mcphepa01,"316,969 ",2000-01,2001,2000,Phoenix Suns
NBA,mcraejo01,"172,972 ",2015-16,2016,2015,Cleveland Cavaliers
NBA,mcraejo01,"61,776 ",2015-16,2016,2015,Phoenix Suns
NBA,mcraejo01,"874,636 ",2016-17,2017,2016,Cleveland Cavaliers
NBA,mcrobjo01,"427,163 ",2007-08,2008,2007,Portland Trail Blazers
NBA,mcrobjo01,"711,517 ",2008-09,2009,2008,Indiana Pacers
NBA,mcrobjo01,"825,497 ",2009-10,2010,2009,Indiana Pacers
NBA,mcrobjo01,"885,120 ",2010-11,2011,2010,Indiana Pacers
NBA,mcrobjo01,"3,000,000 ",2011-12,2012,2011,Los Angeles Lakers
NBA,mcrobjo01,"3,135,000 ",2012-13,2013,2012,Charlotte Bobcats
NBA,mcrobjo01,"2,652,000 ",2013-14,2014,2013,Charlotte Bobcats
NBA,mcrobjo01,"5,305,000 ",2014-15,2015,2014,Miami Heat
NBA,mcrobjo01,"5,543,725 ",2015-16,2016,2015,Miami Heat
NBA,mcrobjo01,"5,782,450 ",2016-17,2017,2016,Miami Heat
NBA,mcrobjo01,"6,021,175 ",2017-18,2018,2017,Dallas Mavericks
NBA,medvest01,"316,969 ",2000-01,2001,2000,Los Angeles Lakers
NBA,medvest01,"465,850 ",2001-02,2002,2001,Los Angeles Lakers
NBA,medvest01,"1,400,000 ",2002-03,2003,2002,Los Angeles Lakers
NBA,medvest01,"1,540,000 ",2003-04,2004,2003,Los Angeles Lakers
NBA,medvest01,"3,000,000 ",2004-05,2005,2004,Los Angeles Lakers
NBA,medvest01,"3,000,000 ",2005-06,2006,2005,Los Angeles Lakers
NBA,medvest01,"625,132 ",2006-07,2007,2006,Atlanta Hawks
NBA,meeda01,"150,000 ",1993-94,1994,1993,Denver Nuggets
NBA,meeda01,"250,000 ",1994-95,1995,1994,Denver Nuggets
NBA,meeksjo01,"650,000 ",2009-10,2010,2009,Philadelphia 76ers
NBA,meeksjo01,"762,195 ",2010-11,2011,2010,Philadelphia 76ers
NBA,meeksjo01,"854,389 ",2011-12,2012,2011,Philadelphia 76ers
NBA,meeksjo01,"1,500,000 ",2012-13,2013,2012,Los Angeles Lakers
NBA,meeksjo01,"1,550,000 ",2013-14,2014,2013,Los Angeles Lakers
NBA,meeksjo01,"6,000,000 ",2014-15,2015,2014,Detroit Pistons
NBA,meeksjo01,"6,270,000 ",2015-16,2016,2015,Detroit Pistons
NBA,meeksjo01,"6,540,000 ",2016-17,2017,2016,Orlando Magic
NBA,meeksjo01,"3,290,000 ",2017-18,2018,2017,Washington Wizards
NBA,meentsc01,"300,000 ",1990-91,1991,1990,Seattle SuperSonics
NBA,mejrisa01,"525,093 ",2015-16,2016,2015,Dallas Mavericks
NBA,mejrisa01,"874,636 ",2016-17,2017,2016,Dallas Mavericks
NBA,mejrisa01,"1,471,382 ",2017-18,2018,2017,Dallas Mavericks
NBA,mekelga01,"816,482 ",2014-15,2015,2014,Dallas Mavericks
NBA,mekelga01,"633,974 ",2014-15,2015,2014,New Orleans Pelicans
NBA,mekelga01,"315,760 ",2015-16,2016,2015,Dallas Mavericks
NBA,mekelga01,"315,760 ",2016-17,2017,2016,Dallas Mavericks
NBA,mekelga01,"315,760 ",2017-18,2018,2017,Dallas Mavericks
NBA,melofa01,"1,254,720 ",2012-13,2013,2012,Boston Celtics
NBA,melofa01,"1,311,240 ",2013-14,2014,2013,Memphis Grizzlies
NBA,melofa01,"788,872 ",2013-14,2014,2013,Dallas Mavericks
NBA,melofa01,"437,080 ",2014-15,2015,2014,Memphis Grizzlies
NBA,mensapo01,"412,718 ",2006-07,2007,2006,Dallas Mavericks
NBA,mensapo01,"242,793 ",2009-10,2010,2009,Toronto Raptors
NBA,mensapo01,"87,406 ",2009-10,2010,2009,Houston Rockets
NBA,mensapo01,"364,461 ",2010-11,2011,2010,New Orleans Hornets
NBA,mercero01,"1,768,320 ",1997-98,1998,1997,Boston Celtics
NBA,mercero01,"2,033,000 ",1998-99,1999,1998,Boston Celtics
NBA,mercero01,"2,298,840 ",1999-00,2000,1999,Orlando Magic
NBA,mercero01,"5,520,000 ",2000-01,2001,2000,Chicago Bulls
NBA,mercero01,"6,750,000 ",2001-02,2002,2001,Chicago Bulls
NBA,mercero01,"6,750,000 ",2002-03,2003,2002,Indiana Pacers
NBA,mercero01,"6,750,000 ",2003-04,2004,2003,San Antonio Spurs
NBA,mercero01,"1,600,000 ",2004-05,2005,2004,New Jersey Nets
NBA,mercero01,"1,760,000 ",2005-06,2006,2005,New Jersey Nets
NBA,meriwjo01,"225,000 ",1984-85,1985,1984,Kansas City Kings
NBA,meyerlo01,"556,000 ",1995-96,1996,1995,Dallas Mavericks
NBA,meyerlo01,"639,000 ",1996-97,1997,1996,Phoenix Suns
NBA,meyerlo01,"722,760 ",1997-98,1998,1997,Phoenix Suns
NBA,meyerlo01,"450,000 ",1998-99,1999,1998,Denver Nuggets
NBA,mickejo01,"1,200,000 ",2015-16,2016,2015,Boston Celtics
NBA,mickejo01,"1,223,653 ",2016-17,2017,2016,Boston Celtics
NBA,mickejo01,"1,471,382 ",2017-18,2018,2017,Miami Heat
NBA,middlkh01,"473,604 ",2012-13,2013,2012,Detroit Pistons
NBA,middlkh01,"788,872 ",2013-14,2014,2013,Milwaukee Bucks
NBA,middlkh01,"915,243 ",2014-15,2015,2014,Milwaukee Bucks
NBA,middlkh01,"15,000,000 ",2015-16,2016,2015,Milwaukee Bucks
NBA,middlkh01,"15,200,000 ",2016-17,2017,2016,Milwaukee Bucks
NBA,middlkh01,"14,100,000 ",2017-18,2018,2017,Milwaukee Bucks
NBA,mihmch01,"1,923,600 ",2000-01,2001,2000,Cleveland Cavaliers
NBA,mihmch01,"2,067,960 ",2001-02,2002,2001,Cleveland Cavaliers
NBA,mihmch01,"2,212,200 ",2002-03,2003,2002,Cleveland Cavaliers
NBA,mihmch01,"2,809,494 ",2003-04,2004,2003,Boston Celtics
NBA,mihmch01,"3,371,393 ",2004-05,2005,2004,Los Angeles Lakers
NBA,mihmch01,"3,792,817 ",2005-06,2006,2005,Los Angeles Lakers
NBA,mihmch01,"4,214,241 ",2006-07,2007,2006,Los Angeles Lakers
NBA,mihmch01,"2,500,000 ",2007-08,2008,2007,Los Angeles Lakers
NBA,mihmch01,"2,500,000 ",2008-09,2009,2008,Memphis Grizzlies
NBA,milesaa01,"155,614 ",2005-06,2006,2005,Golden State Warriors
NBA,milescj01,"398,762 ",2005-06,2006,2005,Utah Jazz
NBA,milescj01,"664,209 ",2006-07,2007,2006,Utah Jazz
NBA,milescj01,"770,610 ",2007-08,2008,2007,Utah Jazz
NBA,milescj01,"3,700,000 ",2008-09,2009,2008,Utah Jazz
NBA,milescj01,"3,700,000 ",2009-10,2010,2009,Utah Jazz
NBA,milescj01,"3,700,000 ",2010-11,2011,2010,Utah Jazz
NBA,milescj01,"3,700,000 ",2011-12,2012,2011,Utah Jazz
NBA,milescj01,"2,225,000 ",2012-13,2013,2012,Cleveland Cavaliers
NBA,milescj01,"2,225,000 ",2013-14,2014,2013,Cleveland Cavaliers
NBA,milescj01,"4,205,000 ",2014-15,2015,2014,Indiana Pacers
NBA,milescj01,"4,394,225 ",2015-16,2016,2015,Indiana Pacers
NBA,milescj01,"4,583,450 ",2016-17,2017,2016,Indiana Pacers
NBA,milescj01,"7,936,509 ",2017-18,2018,2017,Toronto Raptors
NBA,milesda01,"2,841,720 ",2000-01,2001,2000,Los Angeles Clippers
NBA,milesda01,"3,054,840 ",2001-02,2002,2001,Los Angeles Clippers
NBA,milesda01,"3,267,960 ",2002-03,2003,2002,Cleveland Cavaliers
NBA,milesda01,"4,130,701 ",2003-04,2004,2003,Cleveland Cavaliers
NBA,milesda01,"6,750,000 ",2004-05,2005,2004,Portland Trail Blazers
NBA,milesda01,"7,250,000 ",2005-06,2006,2005,Portland Trail Blazers
NBA,milesda01,"7,750,000 ",2006-07,2007,2006,Portland Trail Blazers
NBA,milesda01,"8,250,000 ",2007-08,2008,2007,Portland Trail Blazers
NBA,milesda01,"9,000,000 ",2008-09,2009,2008,Portland Trail Blazers
NBA,milesda01,"704,752 ",2008-09,2009,2008,Memphis Grizzlies
NBA,milesda01,"9,000,000 ",2009-10,2010,2009,Portland Trail Blazers
NBA,milicma01,"242,000 ",1997-98,1998,1997,Philadelphia 76ers
NBA,milicma01,"350,000 ",1998-99,1999,1998,Phoenix Suns
NBA,milicda01,"3,595,800 ",2003-04,2004,2003,Detroit Pistons
NBA,milicda01,"3,865,440 ",2004-05,2005,2004,Detroit Pistons
NBA,milicda01,"4,135,200 ",2005-06,2006,2005,Detroit Pistons
NBA,milicda01,"5,218,622 ",2006-07,2007,2006,Orlando Magic
NBA,milicda01,"6,500,000 ",2007-08,2008,2007,Memphis Grizzlies
NBA,milicda01,"7,020,000 ",2008-09,2009,2008,Memphis Grizzlies
NBA,milicda01,"7,500,000 ",2009-10,2010,2009,Minnesota Timberwolves
NBA,milicda01,"4,325,000 ",2010-11,2011,2010,Minnesota Timberwolves
NBA,milicda01,"4,776,500 ",2011-12,2012,2011,Minnesota Timberwolves
NBA,milicda01,"5,228,000 ",2012-13,2013,2012,Minnesota Timberwolves
NBA,milicda01,"159,080 ",2012-13,2013,2012,Boston Celtics
NBA,millean02,"1,682,280 ",1999-00,2000,1999,Cleveland Cavaliers
NBA,millean02,"1,808,400 ",2000-01,2001,2000,Cleveland Cavaliers
NBA,millean02,"1,934,520 ",2001-02,2002,2001,Cleveland Cavaliers
NBA,millean02,"2,460,709 ",2002-03,2003,2002,Los Angeles Clippers
NBA,millean02,"8,000,000 ",2003-04,2004,2003,Denver Nuggets
NBA,millean02,"7,366,667 ",2004-05,2005,2004,Denver Nuggets
NBA,millean02,"8,100,000 ",2005-06,2006,2005,Denver Nuggets
NBA,millean02,"8,733,333 ",2006-07,2007,2006,Philadelphia 76ers
